time,x_true,y_true,v_true,yaw_true,nkf_x,nkf_y,nkf_v,nkf_yaw,ekf_x,ekf_y,ekf_v,ekf_yaw,ukf_x,ukf_y,ukf_v,ukf_yaw,nkf_xy_error,nkf_v_error,nkf_yaw_error,ekf_xy_error,ekf_v_error,ekf_yaw_error,ukf_xy_error,ukf_v_error,ukf_yaw_error
6.4,10.6492,17.6786,3.1267,1.255,10.1252,17.9674,3.16896,1.38644,10.14,17.9704,3.14583,1.38651,10.1204,17.9759,3.20619,1.38658,0.598326,0.042259,0.131441,0.586856,0.0191266,0.131506,0.606724,0.0794878,0.13158
6.5,10.7463,17.9758,3.20563,1.22554,10.321,18.2229,3.21688,1.35503,10.3345,18.2276,3.20398,1.35472,10.3148,18.2297,3.2305,1.35628,0.491942,0.0112499,0.129497,0.482742,0.0016416,0.129185,0.500648,0.0248736,0.13074
6.6,10.8548,18.2774,3.27592,1.25152,10.3835,18.5401,3.22125,1.36159,10.3994,18.544,3.21108,1.36111,10.3727,18.5484,3.22801,1.36322,0.53956,0.054663,0.110073,0.527722,0.0648414,0.109587,0.553066,0.0479092,0.111705
6.7,10.9576,18.5885,3.25461,1.28339,10.3939,18.8918,3.25551,1.38225,10.4107,18.8958,3.24819,1.38171,10.3788,18.9005,3.25266,1.38422,0.640189,0.000900945,0.0988554,0.627339,0.00642177,0.0983182,0.657561,0.00195102,0.10083
6.8,11.0499,18.9006,3.4035,1.25841,10.5109,19.1851,3.26227,1.37209,10.5267,19.1899,3.25566,1.37164,10.4981,19.1914,3.25581,1.37389,0.609499,0.141233,0.113681,0.597872,0.147834,0.113233,0.623715,0.147688,0.115483
6.9,11.1545,19.2245,3.42514,1.24374,10.5285,19.5595,3.3692,1.39066,10.5432,19.5663,3.37019,1.39012,10.5163,19.5614,3.34055,1.39291,0.709971,0.0559342,0.146926,0.700358,0.0549495,0.146385,0.721669,0.0845827,0.149176
7,11.2645,19.5488,3.60957,1.23244,10.5234,19.9698,3.51777,1.40339,10.5286,19.9835,3.52681,1.40309,10.5336,19.9547,3.46433,1.40527,0.852323,0.0918035,0.170957,0.854746,0.0827635,0.170656,0.836045,0.145242,0.17283
7.1,11.3844,19.8893,3.6264,1.2534,10.5566,20.3488,3.58226,1.40737,10.5583,20.3643,3.58727,1.40738,10.5808,20.3253,3.53345,1.40848,0.946783,0.0441407,0.153971,0.952921,0.039124,0.153975,0.914168,0.0929425,0.15508
7.2,11.4975,20.2338,3.6219,1.23926,10.5535,20.6955,3.48325,1.43635,10.5646,20.7036,3.46835,1.4368,10.556,20.6895,3.48171,1.43639,1.05087,0.138651,0.19709,1.04457,0.153542,0.197542,1.04597,0.14019,0.197129
7.3,11.6154,20.5763,3.61044,1.25831,10.6669,21.0328,3.55639,1.41922,10.6831,21.0388,3.54929,1.41905,10.6683,21.0262,3.54003,1.42009,1.05271,0.0540534,0.160916,1.04078,0.0611551,0.160745,1.0485,0.0704086,0.161781
